,uniform_1,uniform_2
0,884.3138191343451,884.3138191343451
1,869.8968209282183,869.8968209282183
2,931.9085753682658,931.9085753682658
3,666.090871790568,666.090871790568
4,750.1224086620564,750.1224086620564
5,302.7355718420908,302.7355718420908
6,256.2830793843787,256.2830793843787
7,525.5390029187208,525.5390029187208
8,405.58806383501985,405.58806383501985
9,136.23100405426044,136.23100405426044
10,232.22033699958587,232.22033699958587
11,197.3593853963629,197.3593853963629
12,234.71554173237416,234.71554173237416
13,284.54744913711806,284.54744913711806
14,900.6665663250683,900.6665663250683
15,738.3709007026383,738.3709007026383
16,466.4586032676358,466.4586032676358
17,715.7775920478887,715.7775920478887
18,592.3089143445991,592.3089143445991
19,567.7599784591719,567.7599784591719
20,240.07332873882615,240.07332873882615
21,803.4307684433232,803.4307684433232
22,675.9094901380738,675.9094901380738
23,31.929600180937175,31.929600180937175
24,680.9475522431107,680.9475522431107
25,438.4498874417161,438.4498874417161
26,141.53262486796626,141.53262486796626
27,986.3174434487788,986.3174434487788
28,422.8044305039644,422.8044305039644
29,857.0858261873967,857.0858261873967
