,power_1,power_2
0,0.796841677711872,0.796841677711872
1,0.8814744300295888,0.8814744300295888
2,0.601799969033363,0.601799969033363
3,0.7816285685177434,0.7816285685177434
4,0.976872933401059,0.976872933401059
5,0.5761276114831774,0.5761276114831774
6,0.9144554299973859,0.9144554299973859
7,0.7518147781542696,0.7518147781542696
8,0.8788951468056688,0.8788951468056688
9,0.9721493067606128,0.9721493067606128
10,0.6956219340033807,0.6956219340033807
11,0.7115043238704941,0.7115043238704941
12,0.8311607405703632,0.8311607405703632
13,0.9026140609550592,0.9026140609550592
14,0.8151821646700581,0.8151821646700581
15,0.9759628035009801,0.9759628035009801
16,0.9957845012913148,0.9957845012913148
17,0.6291104217597068,0.6291104217597068
18,0.6628737050781635,0.6628737050781635
19,0.7011067321284284,0.7011067321284284
20,0.8849594443840906,0.8849594443840906
21,0.9393266442410824,0.9393266442410824
22,0.9176923668183179,0.9176923668183179
23,0.8843391052662782,0.8843391052662782
24,0.3972160514592175,0.3972160514592175
25,0.6208437778561989,0.6208437778561989
26,0.949630311333401,0.949630311333401
27,0.9562948727005144,0.9562948727005144
28,0.573056875512713,0.573056875512713
29,0.8353009382583515,0.8353009382583515
