,power_1,power_2
0,0.9239554763814,0.9239554763814
1,0.8676296798225693,0.8676296798225693
2,0.9147682389897216,0.9147682389897216
3,0.9806102186779628,0.9806102186779628
4,0.8206801432529816,0.8206801432529816
5,0.7965645734374229,0.7965645734374229
6,0.9511564287574492,0.9511564287574492
7,0.915873286050669,0.915873286050669
8,0.7309668265044215,0.7309668265044215
9,0.9647341168030256,0.9647341168030256
10,0.9046397015880198,0.9046397015880198
11,0.4848615512795476,0.4848615512795476
12,0.8324458072927864,0.8324458072927864
13,0.7727057812660894,0.7727057812660894
14,0.8842023810226483,0.8842023810226483
15,0.907330040614312,0.907330040614312
16,0.9877360073548567,0.9877360073548567
17,0.7281284370629867,0.7281284370629867
18,0.9789744215494512,0.9789744215494512
19,0.8523208872456797,0.8523208872456797
20,0.8420640490038512,0.8420640490038512
21,0.6941306942824305,0.6941306942824305
22,0.7459457949865916,0.7459457949865916
23,0.9987649911658122,0.9987649911658122
24,0.8588908376054898,0.8588908376054898
25,0.6273572524255471,0.6273572524255471
26,0.875013950363829,0.875013950363829
27,0.9552621388785589,0.9552621388785589
28,0.7441798658250641,0.7441798658250641
29,0.8857409132410983,0.8857409132410983
