,gamma_1,gamma_2
0,3.631412996839642,3.631412996839642
1,1.3940627476418546,1.3940627476418546
2,3.8582817326285554,3.8582817326285554
3,3.892852134008262,3.892852134008262
4,0.1283591542166117,0.1283591542166117
5,2.6644500221041363,2.6644500221041363
6,0.19750636163375196,0.19750636163375196
7,9.936925465604173,9.936925465604173
8,2.1281996912971914,2.1281996912971914
9,8.07473245693687,8.07473245693687
10,2.1554214698420253,2.1554214698420253
11,3.0952743131061338,3.0952743131061338
12,3.7616292965893816,3.7616292965893816
13,2.322538144463728,2.322538144463728
14,1.7062698804086027,1.7062698804086027
15,2.8697247252078344,2.8697247252078344
16,9.184552636662737,9.184552636662737
17,1.3074375705759664,1.3074375705759664
18,1.3077895383778886,1.3077895383778886
19,3.5134946273318697,3.5134946273318697
20,5.3774720110436345,5.3774720110436345
21,3.996134036493729,3.996134036493729
22,2.53124557638412,2.53124557638412
23,2.0037801315131354,2.0037801315131354
24,7.502378174431898,7.502378174431898
25,1.543103612377152,1.543103612377152
26,1.525098932308435,1.525098932308435
27,1.9564986382030236,1.9564986382030236
28,3.960313865652951,3.960313865652951
29,6.494691377609945,6.494691377609945
