,uniform_1,uniform_2
0,314.06525519980335,314.06525519980335
1,855.7718481048013,855.7718481048013
2,668.4248817749074,668.4248817749074
3,313.21228454198797,313.21228454198797
4,719.1377804576526,719.1377804576526
5,570.20684299077,570.20684299077
6,143.89256157601727,143.89256157601727
7,572.1776516072359,572.1776516072359
8,792.8296104321963,792.8296104321963
9,747.7005526405634,747.7005526405634
10,176.36190296325927,176.36190296325927
11,525.8344751760402,525.8344751760402
12,681.0537934558364,681.0537934558364
13,124.98070677904094,124.98070677904094
14,464.8303402152385,464.8303402152385
15,65.19053089330004,65.19053089330004
16,949.3143561414923,949.3143561414923
17,450.14733199138493,450.14733199138493
18,354.9663572372817,354.9663572372817
19,240.5249843469263,240.5249843469263
20,650.0863952470493,650.0863952470493
21,375.8060093990523,375.8060093990523
22,424.52249268774113,424.52249268774113
23,437.784779550568,437.784779550568
24,432.8627525287706,432.8627525287706
25,331.09982676605694,331.09982676605694
26,415.02469676963807,415.02469676963807
27,715.6926410733911,715.6926410733911
28,356.4789278448111,356.4789278448111
29,479.06304330831045,479.06304330831045
