,power_1,power_2
0,0.849795943807207,0.849795943807207
1,0.9780887679986102,0.9780887679986102
2,0.8194411394018773,0.8194411394018773
3,0.7282060890017527,0.7282060890017527
4,0.9336948001663063,0.9336948001663063
5,0.6887407331859898,0.6887407331859898
6,0.7761532765455768,0.7761532765455768
7,0.8992476491607031,0.8992476491607031
8,0.8004909586208809,0.8004909586208809
9,0.9180291611628784,0.9180291611628784
10,0.6983347368207123,0.6983347368207123
11,0.9924881207210133,0.9924881207210133
12,0.9145537565216514,0.9145537565216514
13,0.4460693487816264,0.4460693487816264
14,0.9384879210460392,0.9384879210460392
15,0.9146233703960551,0.9146233703960551
16,0.9513221894077152,0.9513221894077152
17,0.8308709436176545,0.8308709436176545
18,0.8882323755221149,0.8882323755221149
19,0.8278750011353393,0.8278750011353393
20,0.7365222442225648,0.7365222442225648
21,0.9392338132277059,0.9392338132277059
22,0.7774066320870254,0.7774066320870254
23,0.8414068815564903,0.8414068815564903
24,0.7489176204622238,0.7489176204622238
25,0.9598569789899587,0.9598569789899587
26,0.9961227291959183,0.9961227291959183
27,0.9648118907887808,0.9648118907887808
28,0.9038673473142684,0.9038673473142684
29,0.9925236320057336,0.9925236320057336
