,gamma_1,gamma_2
0,1.7727168314031991,1.7727168314031991
1,0.8464564381062494,0.8464564381062494
2,0.5215955864137136,0.5215955864137136
3,6.489621447882218,6.489621447882218
4,2.3482539597716867,2.3482539597716867
5,16.237191113193045,16.237191113193045
6,2.4711095342481078,2.4711095342481078
7,4.603473582639993,4.603473582639993
8,5.301741655893868,5.301741655893868
9,9.4383719417294,9.4383719417294
10,1.397283913109547,1.397283913109547
11,5.072031092149593,5.072031092149593
12,8.097160401996424,8.097160401996424
13,1.052554574659936,1.052554574659936
14,2.819013834809698,2.819013834809698
15,1.931291001504892,1.931291001504892
16,3.1168530744517615,3.1168530744517615
17,1.4425230913964302,1.4425230913964302
18,2.329027727924452,2.329027727924452
19,1.7623306108153012,1.7623306108153012
20,2.1238582272502526,2.1238582272502526
21,6.751241825901189,6.751241825901189
22,1.4313598951671123,1.4313598951671123
23,3.6233385865023946,3.6233385865023946
24,3.0275400194441593,3.0275400194441593
25,3.747805320155667,3.747805320155667
26,0.31425772368151106,0.31425772368151106
27,2.273647753457585,2.273647753457585
28,3.62986042664837,3.62986042664837
29,2.3686892311700927,2.3686892311700927
