,gamma_1,gamma_2
0,0.7792667756397195,0.7792667756397195
1,2.939198013090975,2.939198013090975
2,7.015871662818323,7.015871662818323
3,3.190409918498506,3.190409918498506
4,7.037030037755724,7.037030037755724
5,1.9495220912161142,1.9495220912161142
6,10.211137664993192,10.211137664993192
7,0.4489730923701632,0.4489730923701632
8,4.716350383719738,4.716350383719738
9,5.510597514424461,5.510597514424461
10,0.5580059563604406,0.5580059563604406
11,3.5412859768730764,3.5412859768730764
12,10.971835189399846,10.971835189399846
13,1.9104098061416008,1.9104098061416008
14,1.405458383175201,1.405458383175201
15,6.52568962616689,6.52568962616689
16,1.6337294624900667,1.6337294624900667
17,13.777436822173822,13.777436822173822
18,4.5529095874730166,4.5529095874730166
19,10.174797009368925,10.174797009368925
20,3.522555048074053,3.522555048074053
21,2.241170756126487,2.241170756126487
22,0.31548019223729556,0.31548019223729556
23,11.962080217579565,11.962080217579565
24,2.363916774961111,2.363916774961111
25,1.782812400284731,1.782812400284731
26,3.4427851927011366,3.4427851927011366
27,4.7167849524765275,4.7167849524765275
28,4.7934698828291165,4.7934698828291165
29,10.76839881232974,10.76839881232974
