,power_1,power_2
0,0.990036830170775,0.990036830170775
1,0.7537314414831843,0.7537314414831843
2,0.6761294453288282,0.6761294453288282
3,0.5462651177140683,0.5462651177140683
4,0.7637303977076059,0.7637303977076059
5,0.8952772277032112,0.8952772277032112
6,0.904367808856606,0.904367808856606
7,0.6919687384512365,0.6919687384512365
8,0.6567119129191077,0.6567119129191077
9,0.9663743418706252,0.9663743418706252
10,0.9935832080713046,0.9935832080713046
11,0.9343569513032364,0.9343569513032364
12,0.9558053958812998,0.9558053958812998
13,0.9000227590226089,0.9000227590226089
14,0.9050491791409939,0.9050491791409939
15,0.7877843482790299,0.7877843482790299
16,0.9781415414931097,0.9781415414931097
17,0.8004057777093505,0.8004057777093505
18,0.8280560776937577,0.8280560776937577
19,0.7925490309193672,0.7925490309193672
20,0.9891325772971519,0.9891325772971519
21,0.9114528809345931,0.9114528809345931
22,0.9982942380994229,0.9982942380994229
23,0.6992904309291385,0.6992904309291385
24,0.833207700411355,0.833207700411355
25,0.9404812838689747,0.9404812838689747
26,0.7943109106662135,0.7943109106662135
27,0.8867381421944031,0.8867381421944031
28,0.9812556755435379,0.9812556755435379
29,0.8410392618860207,0.8410392618860207
