,chisquare_1,chisquare_2
0,0.10526342426023277,0.10526342426023277
1,1.9150001685189402,1.9150001685189402
2,1.1402368677443344,1.1402368677443344
3,1.1596155475704435,1.1596155475704435
4,0.7179288782787159,0.7179288782787159
5,1.858358519668194,1.858358519668194
6,2.1460286160084547,2.1460286160084547
7,2.7258842751084744,2.7258842751084744
8,1.0634075018346638,1.0634075018346638
9,0.2796208275435353,0.2796208275435353
10,0.640292286624059,0.640292286624059
11,8.995413241966324,8.995413241966324
12,0.33223848133697953,0.33223848133697953
13,1.9247533152676568,1.9247533152676568
14,1.033998451781739,1.033998451781739
15,1.0760114404106356,1.0760114404106356
16,0.6371220626640609,0.6371220626640609
17,3.1340591163304925,3.1340591163304925
18,2.4055532201734646,2.4055532201734646
19,2.203959031685772,2.203959031685772
20,4.542415995018555,4.542415995018555
21,1.7094021612239694,1.7094021612239694
22,4.775005629966216,4.775005629966216
23,1.7665919278282443,1.7665919278282443
24,2.475380145954068,2.475380145954068
25,1.0429635943763316,1.0429635943763316
26,4.441819381665656,4.441819381665656
27,0.26944749342980356,0.26944749342980356
28,3.1873882844403316,3.1873882844403316
29,0.11644214480115508,0.11644214480115508
