,gamma_1,gamma_2
0,0.9484324321475595,0.9484324321475595
1,1.5245715731154523,1.5245715731154523
2,3.6825418822792533,3.6825418822792533
3,2.8831258594611846,2.8831258594611846
4,5.389989980960156,5.389989980960156
5,2.0594029655433923,2.0594029655433923
6,2.4751206792091964,2.4751206792091964
7,1.104631414997576,1.104631414997576
8,6.71372230478096,6.71372230478096
9,5.17944436589854,5.17944436589854
10,2.4518419079806044,2.4518419079806044
11,4.6140553613523885,4.6140553613523885
12,5.454684361196257,5.454684361196257
13,4.556187555287673,4.556187555287673
14,3.507209962897879,3.507209962897879
15,0.3619765314062184,0.3619765314062184
16,1.43710523317075,1.43710523317075
17,0.4677854705109624,0.4677854705109624
18,8.429018557319747,8.429018557319747
19,1.4474220515088674,1.4474220515088674
20,1.7412011846280055,1.7412011846280055
21,5.532166063659724,5.532166063659724
22,3.1359897564547072,3.1359897564547072
23,3.0171919690783455,3.0171919690783455
24,2.686907806568013,2.686907806568013
25,2.627021367447748,2.627021367447748
26,2.503570405442859,2.503570405442859
27,5.398085185796231,5.398085185796231
28,2.9886672459725245,2.9886672459725245
29,0.9375418675997509,0.9375418675997509
