,gamma_1,gamma_2
0,4.1570923670971585,4.1570923670971585
1,0.5122264471694687,0.5122264471694687
2,0.975329470413831,0.975329470413831
3,6.882714760742809,6.882714760742809
4,3.5556332473547765,3.5556332473547765
5,2.51039538071957,2.51039538071957
6,2.118810078828854,2.118810078828854
7,3.633960176021199,3.633960176021199
8,1.48349889921485,1.48349889921485
9,5.42291190742195,5.42291190742195
10,1.596524542782007,1.596524542782007
11,1.848132007131201,1.848132007131201
12,3.2026520514467096,3.2026520514467096
13,1.9724928235817978,1.9724928235817978
14,4.692925329845768,4.692925329845768
15,4.244011940248122,4.244011940248122
16,4.748581841081587,4.748581841081587
17,2.804056361500182,2.804056361500182
18,4.692271470838562,4.692271470838562
19,1.5194724922636456,1.5194724922636456
20,6.552852079163338,6.552852079163338
21,3.5362699857991706,3.5362699857991706
22,1.707556209711567,1.707556209711567
23,1.7418455841177043,1.7418455841177043
24,2.5784556807982355,2.5784556807982355
25,4.226313724701035,4.226313724701035
26,4.636966954734239,4.636966954734239
27,4.288988895634519,4.288988895634519
28,3.1642935232872063,3.1642935232872063
29,4.17475611536601,4.17475611536601
