,gamma_1,gamma_2
0,3.450774076177907,3.450774076177907
1,3.1678556779326867,3.1678556779326867
2,2.6114882274077127,2.6114882274077127
3,3.5816235123989424,3.5816235123989424
4,9.01620533628053,9.01620533628053
5,1.280303244708527,1.280303244708527
6,2.4492541220334045,2.4492541220334045
7,4.781356534150787,4.781356534150787
8,4.909762007224056,4.909762007224056
9,2.620609951934303,2.620609951934303
10,1.5124184401977125,1.5124184401977125
11,5.802620800013559,5.802620800013559
12,3.058643859606138,3.058643859606138
13,2.8504319643336156,2.8504319643336156
14,1.757747544700115,1.757747544700115
15,3.374758943932653,3.374758943932653
16,1.0923651191875658,1.0923651191875658
17,4.513675250616113,4.513675250616113
18,6.331341830262923,6.331341830262923
19,4.091757091010395,4.091757091010395
20,1.5822477068456517,1.5822477068456517
21,3.1709137128584204,3.1709137128584204
22,1.8820923616988736,1.8820923616988736
23,4.095320311365285,4.095320311365285
24,2.774046124918554,2.774046124918554
25,9.619116058994031,9.619116058994031
26,3.6171098025519917,3.6171098025519917
27,1.7128601699417294,1.7128601699417294
28,4.306663039526874,4.306663039526874
29,8.27286674340754,8.27286674340754
