,power_1,power_2
0,0.7103113196799373,0.7103113196799373
1,0.8870172400893368,0.8870172400893368
2,0.8587670820278588,0.8587670820278588
3,0.992902627011398,0.992902627011398
4,0.9702623474285609,0.9702623474285609
5,0.5526779602625318,0.5526779602625318
6,0.9130134871570351,0.9130134871570351
7,0.6114196545951245,0.6114196545951245
8,0.88824585858147,0.88824585858147
9,0.897077444207644,0.897077444207644
10,0.9226719613618949,0.9226719613618949
11,0.8726101608864026,0.8726101608864026
12,0.44718585620821705,0.44718585620821705
13,0.8713907160012991,0.8713907160012991
14,0.5494476401588564,0.5494476401588564
15,0.8239209063583137,0.8239209063583137
16,0.7015286974961478,0.7015286974961478
17,0.8840799327484348,0.8840799327484348
18,0.6163802207646685,0.6163802207646685
19,0.6611887260430784,0.6611887260430784
20,0.6192645057914092,0.6192645057914092
21,0.8166626372125556,0.8166626372125556
22,0.9711297476442518,0.9711297476442518
23,0.9677239698918082,0.9677239698918082
24,0.8360750874487394,0.8360750874487394
25,0.8928875329605035,0.8928875329605035
26,0.8427668029695438,0.8427668029695438
27,0.8570636550160632,0.8570636550160632
28,0.9772829469354029,0.9772829469354029
29,0.6955816871264469,0.6955816871264469
