,chisquare_1,chisquare_2
0,1.0400143471123335,1.0400143471123335
1,1.2550993532076182,1.2550993532076182
2,0.8552026713458949,0.8552026713458949
3,2.3400624250352857,2.3400624250352857
4,4.792661831579822,4.792661831579822
5,1.4884595541299392,1.4884595541299392
6,4.300667366294373,4.300667366294373
7,0.7877475817264116,0.7877475817264116
8,0.8220087255904152,0.8220087255904152
9,0.6103458042143235,0.6103458042143235
10,1.1156815398337792,1.1156815398337792
11,0.7152179530203191,0.7152179530203191
12,0.8427364834323536,0.8427364834323536
13,0.8642320965864065,0.8642320965864065
14,0.13485774072758475,0.13485774072758475
15,2.2721385840122355,2.2721385840122355
16,2.0667161552265623,2.0667161552265623
17,0.5110721383669701,0.5110721383669701
18,0.051722574380316334,0.051722574380316334
19,1.692743721535939,1.692743721535939
20,0.8803091519393346,0.8803091519393346
21,0.38652542595954537,0.38652542595954537
22,5.7023343097451304,5.7023343097451304
23,0.44746404813570995,0.44746404813570995
24,1.8455725018882325,1.8455725018882325
25,0.4645125857395915,0.4645125857395915
26,0.7388643390207006,0.7388643390207006
27,0.4116360658847953,0.4116360658847953
28,2.058028474751508,2.058028474751508
29,1.907061651761817,1.907061651761817
