,gamma_1,gamma_2
0,1.4254404434429278,1.4254404434429278
1,7.624693712233698,7.624693712233698
2,6.467709714106288,6.467709714106288
3,4.893541899840489,4.893541899840489
4,5.641277363313511,5.641277363313511
5,3.1911712172894595,3.1911712172894595
6,2.2016421735635157,2.2016421735635157
7,4.5213177736267465,4.5213177736267465
8,4.805525224657907,4.805525224657907
9,3.9765092178882973,3.9765092178882973
10,3.268439953283822,3.268439953283822
11,5.045915439436105,5.045915439436105
12,1.1565447268918612,1.1565447268918612
13,2.539338644209141,2.539338644209141
14,0.5776338844951223,0.5776338844951223
15,3.137818578073396,3.137818578073396
16,3.5885171631609314,3.5885171631609314
17,0.682625816166248,0.682625816166248
18,6.60988551063544,6.60988551063544
19,2.2219883405139287,2.2219883405139287
20,9.994591721457986,9.994591721457986
21,3.243649247071926,3.243649247071926
22,3.4505059655653625,3.4505059655653625
23,4.195840470862404,4.195840470862404
24,4.389164510875564,4.389164510875564
25,4.171980378122119,4.171980378122119
26,3.5844508974425815,3.5844508974425815
27,2.4849390634943163,2.4849390634943163
28,2.8904635649618826,2.8904635649618826
29,4.357065254153042,4.357065254153042
