,gamma_1,gamma_2
0,5.179090282812713,5.179090282812713
1,5.076670042898664,5.076670042898664
2,2.9816683809238005,2.9816683809238005
3,2.612724092432688,2.612724092432688
4,5.377690198634156,5.377690198634156
5,2.4921057552881765,2.4921057552881765
6,10.85103758384038,10.85103758384038
7,2.4968915917769157,2.4968915917769157
8,0.9335140412262549,0.9335140412262549
9,1.6198761391789482,1.6198761391789482
10,1.0440584949907334,1.0440584949907334
11,3.8003150280406284,3.8003150280406284
12,1.6836991367109955,1.6836991367109955
13,2.5028900716089124,2.5028900716089124
14,7.53204250467073,7.53204250467073
15,17.132940343192043,17.132940343192043
16,1.9258461450974327,1.9258461450974327
17,3.990969161416726,3.990969161416726
18,2.6478599433775836,2.6478599433775836
19,6.89004002657656,6.89004002657656
20,2.6915590247128223,2.6915590247128223
21,5.268259427756411,5.268259427756411
22,1.3323530047107757,1.3323530047107757
23,4.623708225102445,4.623708225102445
24,4.9283998215211735,4.9283998215211735
25,11.240592279802412,11.240592279802412
26,0.5448188530620284,0.5448188530620284
27,2.3730666703132597,2.3730666703132597
28,3.2296852401504723,3.2296852401504723
29,4.854620166182496,4.854620166182496
