,gamma_1,gamma_2
0,2.195718833625315,2.195718833625315
1,1.9031564980335391,1.9031564980335391
2,3.9959694724876713,3.9959694724876713
3,1.824352961693245,1.824352961693245
4,4.512625103720087,4.512625103720087
5,2.79525275387964,2.79525275387964
6,2.295986397166096,2.295986397166096
7,2.657934292754272,2.657934292754272
8,6.649991879387441,6.649991879387441
9,7.899124562188472,7.899124562188472
10,2.865833217895314,2.865833217895314
11,3.2594268341931256,3.2594268341931256
12,7.808338349234418,7.808338349234418
13,2.7342292595610123,2.7342292595610123
14,2.0476525571185706,2.0476525571185706
15,6.678473248265441,6.678473248265441
16,5.072591270024091,5.072591270024091
17,4.183432800466266,4.183432800466266
18,1.959482591922928,1.959482591922928
19,10.24694255319314,10.24694255319314
20,9.683491428183578,9.683491428183578
21,5.222165301468328,5.222165301468328
22,4.533936617941004,4.533936617941004
23,11.416029761361772,11.416029761361772
24,1.5886968000215256,1.5886968000215256
25,6.941687209411986,6.941687209411986
26,7.321849534917736,7.321849534917736
27,1.5310943809393427,1.5310943809393427
28,2.9495361341795716,2.9495361341795716
29,4.4396514243519265,4.4396514243519265
