,exponential_1,exponential_2
0,0.6782775382619234,0.6782775382619234
1,0.330971758100143,0.330971758100143
2,0.1997608340232084,0.1997608340232084
3,0.7459997716961669,0.7459997716961669
4,0.41963644350770374,0.41963644350770374
5,0.622224082246342,0.622224082246342
6,0.02803679836983496,0.02803679836983496
7,0.14260097898844423,0.14260097898844423
8,0.031198240143302178,0.031198240143302178
9,0.11203714837147571,0.11203714837147571
10,0.3575463103470403,0.3575463103470403
11,0.23452583577625313,0.23452583577625313
12,0.10975415598378267,0.10975415598378267
13,0.5108562652067058,0.5108562652067058
14,0.07160721050804895,0.07160721050804895
15,0.42810050381136133,0.42810050381136133
16,0.01732718986867816,0.01732718986867816
17,0.5362080967737618,0.5362080967737618
18,0.9371583042825764,0.9371583042825764
19,0.26700321744403893,0.26700321744403893
20,0.026614974387037107,0.026614974387037107
21,0.4019367084767019,0.4019367084767019
22,1.2755147702316671,1.2755147702316671
23,0.5938247038557013,0.5938247038557013
24,0.3467712537746772,0.3467712537746772
25,0.10111767013280024,0.10111767013280024
26,0.23150228299003736,0.23150228299003736
27,0.33160075177259846,0.33160075177259846
28,0.8145682892866218,0.8145682892866218
29,0.5225792213356959,0.5225792213356959
