,uniform_1,uniform_2
0,737.5466195643165,737.5466195643165
1,897.7806288677527,897.7806288677527
2,845.5306415218096,845.5306415218096
3,461.11720196683575,461.11720196683575
4,313.109373852205,313.109373852205
5,22.05041290081681,22.05041290081681
6,80.99617220906518,80.99617220906518
7,601.1362606948253,601.1362606948253
8,917.9220306140323,917.9220306140323
9,508.5456982176137,508.5456982176137
10,493.67940550419473,493.67940550419473
11,656.9588463878471,656.9588463878471
12,155.02392412424396,155.02392412424396
13,747.1974987598376,747.1974987598376
14,20.896023760885996,20.896023760885996
15,262.3201609940696,262.3201609940696
16,967.5631578093765,967.5631578093765
17,681.0090979489465,681.0090979489465
18,562.7376911989717,562.7376911989717
19,307.5903388018377,307.5903388018377
20,918.8322880932684,918.8322880932684
21,408.44717044484497,408.44717044484497
22,988.8905748850993,988.8905748850993
23,137.61034498615896,137.61034498615896
24,534.8386250769946,534.8386250769946
25,551.3861283333669,551.3861283333669
26,40.76935759272117,40.76935759272117
27,831.3483817998101,831.3483817998101
28,108.87391572475293,108.87391572475293
29,424.5157392666338,424.5157392666338
