,uniform_1,uniform_2
0,135.1102792203812,135.1102792203812
1,969.1639979902139,969.1639979902139
2,173.24929907019575,173.24929907019575
3,604.1944075022127,604.1944075022127
4,480.86225083868226,480.86225083868226
5,451.84604847123046,451.84604847123046
6,287.3380822632326,287.3380822632326
7,417.9943112372076,417.9943112372076
8,578.7893449178723,578.7893449178723
9,783.2592600885565,783.2592600885565
10,289.39539393991635,289.39539393991635
11,350.9086461369867,350.9086461369867
12,988.5034891745232,988.5034891745232
13,708.153090748335,708.153090748335
14,996.7207068470522,996.7207068470522
15,833.9135331452524,833.9135331452524
16,581.3678611872679,581.3678611872679
17,621.5064773127516,621.5064773127516
18,864.4618871123378,864.4618871123378
19,814.3035599187825,814.3035599187825
20,246.20326961558865,246.20326961558865
21,808.7774663802339,808.7774663802339
22,928.2287743267074,928.2287743267074
23,389.2683629541273,389.2683629541273
24,722.4256178539687,722.4256178539687
25,840.6910103838286,840.6910103838286
26,845.1016128808487,845.1016128808487
27,757.5860911680954,757.5860911680954
28,560.1190064319861,560.1190064319861
29,226.12270587896236,226.12270587896236
