,exponential_1,exponential_2
0,0.5230820238288412,0.5230820238288412
1,2.8167313214620244,2.8167313214620244
2,0.7573706320207734,0.7573706320207734
3,0.742568336791271,0.742568336791271
4,0.5191474409321868,0.5191474409321868
5,0.696677297741582,0.696677297741582
6,0.22364847781951894,0.22364847781951894
7,0.2832051961575072,0.2832051961575072
8,0.3538519604449817,0.3538519604449817
9,0.21723607875885084,0.21723607875885084
10,0.2745486862355679,0.2745486862355679
11,0.39617014109342524,0.39617014109342524
12,0.03627991719226931,0.03627991719226931
13,0.2581815423763255,0.2581815423763255
14,0.2020947741658304,0.2020947741658304
15,0.4080773601910986,0.4080773601910986
16,0.1851250168131811,0.1851250168131811
17,0.25109792358088945,0.25109792358088945
18,1.5597396532088863,1.5597396532088863
19,0.45073698969935194,0.45073698969935194
20,0.6266670600354136,0.6266670600354136
21,0.9547499415376476,0.9547499415376476
22,0.34268062103196784,0.34268062103196784
23,0.13147946820013423,0.13147946820013423
24,0.2081015136221967,0.2081015136221967
25,0.865056339670331,0.865056339670331
26,0.6162908719511919,0.6162908719511919
27,0.4249863815880974,0.4249863815880974
28,0.06338925014881187,0.06338925014881187
29,0.5477185784268884,0.5477185784268884
