,power_1,power_2
0,0.4960126229154292,0.4960126229154292
1,0.9684724859641626,0.9684724859641626
2,0.7720487143702709,0.7720487143702709
3,0.8923761403102113,0.8923761403102113
4,0.9920440084617508,0.9920440084617508
5,0.7053222396250475,0.7053222396250475
6,0.7236811755310963,0.7236811755310963
7,0.8223452487870604,0.8223452487870604
8,0.9691951447292478,0.9691951447292478
9,0.9456405299076426,0.9456405299076426
10,0.9256117821423716,0.9256117821423716
11,0.6061693100052427,0.6061693100052427
12,0.9012865384964691,0.9012865384964691
13,0.801612951616694,0.801612951616694
14,0.8765739243083077,0.8765739243083077
15,0.837360322243741,0.837360322243741
16,0.7512794277255035,0.7512794277255035
17,0.706886978950643,0.706886978950643
18,0.9543672518799761,0.9543672518799761
19,0.7592869997842008,0.7592869997842008
20,0.7965268709363791,0.7965268709363791
21,0.9942951574885388,0.9942951574885388
22,0.9317394160216349,0.9317394160216349
23,0.8177227173062854,0.8177227173062854
24,0.6472842150263263,0.6472842150263263
25,0.8104961495202689,0.8104961495202689
26,0.7264565413314542,0.7264565413314542
27,0.9136857309592485,0.9136857309592485
28,0.8480218142260849,0.8480218142260849
29,0.8098330215703989,0.8098330215703989
