,power_1,power_2
0,0.9725932627444512,0.9725932627444512
1,0.8064127041167581,0.8064127041167581
2,0.985897152961377,0.985897152961377
3,0.4403294805747274,0.4403294805747274
4,0.9736782280907009,0.9736782280907009
5,0.8770088850804874,0.8770088850804874
6,0.9316938256780228,0.9316938256780228
7,0.7804894629799258,0.7804894629799258
8,0.9389614227683799,0.9389614227683799
9,0.6150030687700229,0.6150030687700229
10,0.9589714982245346,0.9589714982245346
11,0.6917275390148114,0.6917275390148114
12,0.8071604902139629,0.8071604902139629
13,0.9168583213357795,0.9168583213357795
14,0.9561208829855428,0.9561208829855428
15,0.9399296108458282,0.9399296108458282
16,0.42734394397344033,0.42734394397344033
17,0.8915546480375987,0.8915546480375987
18,0.1977971598426463,0.1977971598426463
19,0.746620083756293,0.746620083756293
20,0.5977316761808759,0.5977316761808759
21,0.9669625974331701,0.9669625974331701
22,0.663798855984607,0.663798855984607
23,0.6306734673414977,0.6306734673414977
24,0.9519725587314772,0.9519725587314772
25,0.6838204930177558,0.6838204930177558
26,0.9078569342362909,0.9078569342362909
27,0.8925829596737163,0.8925829596737163
28,0.9502190739013241,0.9502190739013241
29,0.8844770843580405,0.8844770843580405
