,exponential_1,exponential_2
0,0.7676460093547989,0.7676460093547989
1,1.2829161867654397,1.2829161867654397
2,0.25449552193770153,0.25449552193770153
3,2.502835244236153,2.502835244236153
4,0.5373504291192638,0.5373504291192638
5,0.2041519480361297,0.2041519480361297
6,0.26589540736000494,0.26589540736000494
7,0.33696617196589373,0.33696617196589373
8,0.03583537799943272,0.03583537799943272
9,0.11606299709920227,0.11606299709920227
10,0.0757476417536382,0.0757476417536382
11,0.028606191821137595,0.028606191821137595
12,1.4918580313094187,1.4918580313094187
13,0.06646241377525837,0.06646241377525837
14,0.5706024794988811,0.5706024794988811
15,1.2627469219918197,1.2627469219918197
16,0.18841378224488206,0.18841378224488206
17,0.29475735014294363,0.29475735014294363
18,0.5604197718967101,0.5604197718967101
19,0.585554686390261,0.585554686390261
20,0.7020642846989364,0.7020642846989364
21,0.30607545694111066,0.30607545694111066
22,0.49242624307489635,0.49242624307489635
23,0.06430234115101627,0.06430234115101627
24,1.5298453718381007,1.5298453718381007
25,0.37993493625953323,0.37993493625953323
26,0.7532779335071411,0.7532779335071411
27,0.8312853760489387,0.8312853760489387
28,0.17003975990583145,0.17003975990583145
29,0.0052652118987464545,0.0052652118987464545
