,exponential_1,exponential_2
0,0.9011541306197814,0.9011541306197814
1,0.0899074257302331,0.0899074257302331
2,0.10900792615974453,0.10900792615974453
3,0.3854408573576211,0.3854408573576211
4,0.08214029600692584,0.08214029600692584
5,0.7007282744327176,0.7007282744327176
6,0.2661181621533529,0.2661181621533529
7,0.26671529964804236,0.26671529964804236
8,1.7361908279210938,1.7361908279210938
9,0.9132200923760935,0.9132200923760935
10,0.902237509663687,0.902237509663687
11,0.3036890593309906,0.3036890593309906
12,0.260988554799135,0.260988554799135
13,0.7429251185482743,0.7429251185482743
14,1.2189775136080188,1.2189775136080188
15,0.8528520621738858,0.8528520621738858
16,0.17109785765509383,0.17109785765509383
17,0.5189857733279405,0.5189857733279405
18,0.15465043979800414,0.15465043979800414
19,0.30507590327204326,0.30507590327204326
20,1.4356110815200647,1.4356110815200647
21,0.1936639559507269,0.1936639559507269
22,0.27062344710857067,0.27062344710857067
23,1.0969221378635525,1.0969221378635525
24,0.024288332366192697,0.024288332366192697
25,0.5223283399857109,0.5223283399857109
26,0.698363815384281,0.698363815384281
27,0.760210970656113,0.760210970656113
28,0.21039869892519927,0.21039869892519927
29,0.26063504528753445,0.26063504528753445
