,chisquare_1,chisquare_2
0,1.9833344798150243,1.9833344798150243
1,0.970524523762633,0.970524523762633
2,0.8480641563122138,0.8480641563122138
3,0.9602175661647248,0.9602175661647248
4,2.472933051968541,2.472933051968541
5,3.6226563845223065,3.6226563845223065
6,1.46081329866629,1.46081329866629
7,0.4490881100462688,0.4490881100462688
8,0.12652042539175976,0.12652042539175976
9,1.194968304202946,1.194968304202946
10,1.8883428619632916,1.8883428619632916
11,1.984888561890806,1.984888561890806
12,2.658031011278209,2.658031011278209
13,3.838142207006909,3.838142207006909
14,1.1515042951912335,1.1515042951912335
15,0.061968577710580466,0.061968577710580466
16,2.7615038950748856,2.7615038950748856
17,3.305042486473674,3.305042486473674
18,1.5205579804320182,1.5205579804320182
19,2.3662930147304952,2.3662930147304952
20,0.283785662371347,0.283785662371347
21,3.485540001394918,3.485540001394918
22,2.362518127008167,2.362518127008167
23,1.613888954467584,1.613888954467584
24,1.4357669798213517,1.4357669798213517
25,1.9222348414481922,1.9222348414481922
26,0.0962123177460232,0.0962123177460232
27,1.2535923342762147,1.2535923342762147
28,1.2949936455790656,1.2949936455790656
29,6.611973719124871,6.611973719124871
