,gamma_1,gamma_2
0,2.6929232487412356,2.6929232487412356
1,0.9057838416494745,0.9057838416494745
2,1.8144929503848517,1.8144929503848517
3,9.626670521487057,9.626670521487057
4,2.0786523470918645,2.0786523470918645
5,3.6176101339415063,3.6176101339415063
6,3.1078838367900072,3.1078838367900072
7,2.367921601627671,2.367921601627671
8,4.395845549572136,4.395845549572136
9,1.0041393249555197,1.0041393249555197
10,1.0020755434130992,1.0020755434130992
11,10.001263399875016,10.001263399875016
12,3.964042296923709,3.964042296923709
13,3.7150659975637357,3.7150659975637357
14,6.0740118269709145,6.0740118269709145
15,6.625956637629207,6.625956637629207
16,1.0773735196461827,1.0773735196461827
17,7.1000264403190005,7.1000264403190005
18,5.979391874310304,5.979391874310304
19,2.0386067718723515,2.0386067718723515
20,0.7241469251813012,0.7241469251813012
21,6.4071182337750745,6.4071182337750745
22,6.458367329364111,6.458367329364111
23,2.898566202437095,2.898566202437095
24,3.685888118848145,3.685888118848145
25,11.966631002215932,11.966631002215932
26,2.312366361028779,2.312366361028779
27,6.501600639279226,6.501600639279226
28,4.82706100354937,4.82706100354937
29,3.221749032202762,3.221749032202762
