,chisquare_1,chisquare_2
0,0.387982397390971,0.387982397390971
1,0.19425789634882087,0.19425789634882087
2,0.25868878852707333,0.25868878852707333
3,0.1758857578655439,0.1758857578655439
4,1.704516758401437,1.704516758401437
5,0.7516744875588898,0.7516744875588898
6,0.2937646542997738,0.2937646542997738
7,1.5730932269906184,1.5730932269906184
8,0.6151484042449302,0.6151484042449302
9,2.223914726483232,2.223914726483232
10,1.2322531956971676,1.2322531956971676
11,0.02982378644079823,0.02982378644079823
12,1.6580861107882419,1.6580861107882419
13,1.4366856157288723,1.4366856157288723
14,3.772232173846792,3.772232173846792
15,1.037910756449919,1.037910756449919
16,0.9301785774182179,0.9301785774182179
17,1.3202682130989924,1.3202682130989924
18,0.45604762564227014,0.45604762564227014
19,0.9081223981689264,0.9081223981689264
20,1.2975814234388288,1.2975814234388288
21,4.8291611068694165,4.8291611068694165
22,0.27195787366844737,0.27195787366844737
23,6.3665134925835805,6.3665134925835805
24,1.7214312640080343,1.7214312640080343
25,3.7175575540932573,3.7175575540932573
26,0.778969928759374,0.778969928759374
27,1.4960704731146042,1.4960704731146042
28,0.5416023528304623,0.5416023528304623
29,1.3051426788557892,1.3051426788557892
