,power_1,power_2
0,0.5654076804529802,0.5654076804529802
1,0.9423771606445385,0.9423771606445385
2,0.710814916716016,0.710814916716016
3,0.3133360789800264,0.3133360789800264
4,0.9656036367784159,0.9656036367784159
5,0.8850457392281434,0.8850457392281434
6,0.989210740152674,0.989210740152674
7,0.9678570007065188,0.9678570007065188
8,0.9870076856749801,0.9870076856749801
9,0.8785381976596558,0.8785381976596558
10,0.8340126241282078,0.8340126241282078
11,0.9731344173943253,0.9731344173943253
12,0.9702262966248886,0.9702262966248886
13,0.950308931871801,0.950308931871801
14,0.9704341197680275,0.9704341197680275
15,0.5194637569123867,0.5194637569123867
16,0.9996923184600808,0.9996923184600808
17,0.9573170499574,0.9573170499574
18,0.9459337427799597,0.9459337427799597
19,0.8096856868359068,0.8096856868359068
20,0.9950076008940267,0.9950076008940267
21,0.9699743181465703,0.9699743181465703
22,0.9884429848415122,0.9884429848415122
23,0.9753350675409325,0.9753350675409325
24,0.983142626616152,0.983142626616152
25,0.9845997419531061,0.9845997419531061
26,0.7252821429174028,0.7252821429174028
27,0.9584629193297557,0.9584629193297557
28,0.9783736269420107,0.9783736269420107
29,0.9922191195267914,0.9922191195267914
