,exponential_1,exponential_2
0,0.12854331650124168,0.12854331650124168
1,0.21775455612034245,0.21775455612034245
2,0.11341130105214339,0.11341130105214339
3,1.1412349591565518,1.1412349591565518
4,0.3074576446105095,0.3074576446105095
5,0.44099790613712575,0.44099790613712575
6,0.9694247308733053,0.9694247308733053
7,0.092363104295067,0.092363104295067
8,0.18053288406977394,0.18053288406977394
9,1.2067392716377814,1.2067392716377814
10,0.1025816400841253,0.1025816400841253
11,0.6044320269305001,0.6044320269305001
12,0.1991498675432565,0.1991498675432565
13,0.374847607301544,0.374847607301544
14,0.7295464850467736,0.7295464850467736
15,0.47896452338140766,0.47896452338140766
16,0.3294995266442919,0.3294995266442919
17,0.23154157503542921,0.23154157503542921
18,0.8101083973354597,0.8101083973354597
19,0.11510145780250584,0.11510145780250584
20,0.43733775001478087,0.43733775001478087
21,0.11755766799792464,0.11755766799792464
22,0.15835437645961242,0.15835437645961242
23,0.6877804970978095,0.6877804970978095
24,0.6391873468247151,0.6391873468247151
25,0.1380246271852318,0.1380246271852318
26,0.5374214611375004,0.5374214611375004
27,1.0899190319638132,1.0899190319638132
28,0.7036289403428251,0.7036289403428251
29,1.1600142352194218,1.1600142352194218
