,chisquare_1,chisquare_2
0,1.5392200373237623,1.5392200373237623
1,0.8144491891472155,0.8144491891472155
2,2.403490210011956,2.403490210011956
3,0.7689445961676894,0.7689445961676894
4,0.9433658122820425,0.9433658122820425
5,0.02714847991048443,0.02714847991048443
6,0.2605687237031844,0.2605687237031844
7,1.1315388729999813,1.1315388729999813
8,1.8616015873872394,1.8616015873872394
9,3.9531914533370403,3.9531914533370403
10,0.7562433062201666,0.7562433062201666
11,2.890276971989126,2.890276971989126
12,2.822261851408596,2.822261851408596
13,2.45964601243177,2.45964601243177
14,2.3453113526246816,2.3453113526246816
15,0.5103716932164419,0.5103716932164419
16,0.3101342786951985,0.3101342786951985
17,4.148355004701488,4.148355004701488
18,0.9334665240461941,0.9334665240461941
19,1.2234979995244661,1.2234979995244661
20,0.8684709714824781,0.8684709714824781
21,1.3258377373393866,1.3258377373393866
22,2.442395262787313,2.442395262787313
23,3.0236191860560013,3.0236191860560013
24,0.40589614700146437,0.40589614700146437
25,1.5754156127394876,1.5754156127394876
26,2.5557309341388232,2.5557309341388232
27,2.338969284870144,2.338969284870144
28,2.746138864076332,2.746138864076332
29,4.387499464192503,4.387499464192503
