,uniform_1,uniform_2
0,422.56996184753604,422.56996184753604
1,544.821502433608,544.821502433608
2,425.3496873074705,425.3496873074705
3,314.4534484359667,314.4534484359667
4,431.17430664444765,431.17430664444765
5,293.16198126873843,293.16198126873843
6,853.0308148539447,853.0308148539447
7,259.55996247574,259.55996247574
8,258.30856120739634,258.30856120739634
9,516.846222089152,516.846222089152
10,702.0448029792511,702.0448029792511
11,912.8449380035065,912.8449380035065
12,757.6847424058002,757.6847424058002
13,415.6475052638324,415.6475052638324
14,572.2503896536608,572.2503896536608
15,403.92880751398394,403.92880751398394
16,649.83200711923,649.83200711923
17,678.3347287745013,678.3347287745013
18,325.92765594707004,325.92765594707004
19,902.9783731446464,902.9783731446464
20,791.426834772522,791.426834772522
21,850.529106482944,850.529106482944
22,4.180159358321584,4.180159358321584
23,143.51163322214504,143.51163322214504
24,707.6667364099511,707.6667364099511
25,126.60931812267015,126.60931812267015
26,833.4785148883467,833.4785148883467
27,860.2929798929872,860.2929798929872
28,187.59194692370957,187.59194692370957
29,713.6150019414409,713.6150019414409
