,uniform_1,uniform_2
0,155.2143311426646,155.2143311426646
1,834.5257841801423,834.5257841801423
2,939.620692532303,939.620692532303
3,867.6576575289502,867.6576575289502
4,507.01835566187,507.01835566187
5,35.42314015258164,35.42314015258164
6,52.27015214903028,52.27015214903028
7,420.8677386853082,420.8677386853082
8,294.93914871635604,294.93914871635604
9,320.76028944051905,320.76028944051905
10,787.7721263280191,787.7721263280191
11,730.8034480091108,730.8034480091108
12,820.745575795623,820.745575795623
13,683.8646320597439,683.8646320597439
14,685.20230407009,685.20230407009
15,836.3902772183878,836.3902772183878
16,318.52806666158324,318.52806666158324
17,459.986247615782,459.986247615782
18,819.3896002685278,819.3896002685278
19,973.0971171871261,973.0971171871261
20,250.3118699532725,250.3118699532725
21,960.5541594574585,960.5541594574585
22,452.7504656256759,452.7504656256759
23,464.13224314163404,464.13224314163404
24,911.4443702670491,911.4443702670491
25,332.97623731021844,332.97623731021844
26,154.49336332976998,154.49336332976998
27,638.2123567256757,638.2123567256757
28,780.1192174831039,780.1192174831039
29,9.493286704073322,9.493286704073322
