,gamma_1,gamma_2
0,1.5906948816087525,1.5906948816087525
1,6.084977508549695,6.084977508549695
2,1.470528431042199,1.470528431042199
3,6.385799364551294,6.385799364551294
4,4.570325376853699,4.570325376853699
5,4.944810258995552,4.944810258995552
6,3.385469567254374,3.385469567254374
7,1.2745541211017988,1.2745541211017988
8,7.195856824579149,7.195856824579149
9,4.157127662147296,4.157127662147296
10,3.5513071061630463,3.5513071061630463
11,6.718965926612272,6.718965926612272
12,2.295108958882047,2.295108958882047
13,4.828007898748568,4.828007898748568
14,3.1955950931491612,3.1955950931491612
15,1.7671618872286952,1.7671618872286952
16,5.259975863303964,5.259975863303964
17,4.194398301377821,4.194398301377821
18,3.5804997045351024,3.5804997045351024
19,0.9437232503374559,0.9437232503374559
20,2.485299121715734,2.485299121715734
21,1.1252160756469627,1.1252160756469627
22,7.261474159116075,7.261474159116075
23,4.293465213835088,4.293465213835088
24,2.1246015349395244,2.1246015349395244
25,5.091575760107379,5.091575760107379
26,4.230919685854275,4.230919685854275
27,2.0023218403865766,2.0023218403865766
28,8.979318424296753,8.979318424296753
29,2.6709036347824466,2.6709036347824466
