,gamma_1,gamma_2
0,4.975794290738595,4.975794290738595
1,1.5151732187118676,1.5151732187118676
2,0.9042350314803022,0.9042350314803022
3,2.25607082793832,2.25607082793832
4,5.299194347119877,5.299194347119877
5,1.2429164184829267,1.2429164184829267
6,5.668470738836971,5.668470738836971
7,2.334603003069912,2.334603003069912
8,6.439308869051842,6.439308869051842
9,6.6227278550537,6.6227278550537
10,2.6143924381423154,2.6143924381423154
11,1.4871060277896473,1.4871060277896473
12,5.101209234494793,5.101209234494793
13,1.0573686365630484,1.0573686365630484
14,1.809291450360687,1.809291450360687
15,2.099200329048467,2.099200329048467
16,0.7269980437560651,0.7269980437560651
17,1.9568176719632067,1.9568176719632067
18,3.6968924900978815,3.6968924900978815
19,6.369423602577398,6.369423602577398
20,1.8941297195321398,1.8941297195321398
21,4.3589943951596535,4.3589943951596535
22,1.2146080425656427,1.2146080425656427
23,4.838989366289018,4.838989366289018
24,2.2464284475923253,2.2464284475923253
25,1.9442227392585258,1.9442227392585258
26,13.991926085726545,13.991926085726545
27,1.2560052926006537,1.2560052926006537
28,2.009300263641043,2.009300263641043
29,10.59494884185837,10.59494884185837
