,gamma_1,gamma_2
0,3.653859612585882,3.653859612585882
1,2.4380870523038096,2.4380870523038096
2,1.3683871886442154,1.3683871886442154
3,3.3149784015912274,3.3149784015912274
4,0.909253247059794,0.909253247059794
5,1.8402563849082303,1.8402563849082303
6,1.5132573588060902,1.5132573588060902
7,3.674270533534375,3.674270533534375
8,2.9944625779998124,2.9944625779998124
9,4.666877213738669,4.666877213738669
10,7.784151111132082,7.784151111132082
11,2.331858356521957,2.331858356521957
12,5.63047344940376,5.63047344940376
13,3.049882908193979,3.049882908193979
14,6.249784832015049,6.249784832015049
15,2.4150144144666448,2.4150144144666448
16,8.372008947170144,8.372008947170144
17,1.976740934115359,1.976740934115359
18,3.9258308263030135,3.9258308263030135
19,1.465753635143479,1.465753635143479
20,0.8048192455430973,0.8048192455430973
21,0.9146902627625072,0.9146902627625072
22,2.0562218557529106,2.0562218557529106
23,1.2094739355088575,1.2094739355088575
24,4.9760598256595925,4.9760598256595925
25,5.291771352414026,5.291771352414026
26,1.5978320919471805,1.5978320919471805
27,1.9332140137514442,1.9332140137514442
28,0.924050697326692,0.924050697326692
29,1.182379977722156,1.182379977722156
