,normal_1,normal_2
0,0.0070365873219962825,0.0070365873219962825
1,0.01854654915398178,0.01854654915398178
2,0.001868376440326807,0.001868376440326807
3,0.11111172166962989,0.11111172166962989
4,0.0849518522326757,0.0849518522326757
5,-0.09778130166930321,-0.09778130166930321
6,-0.12329611186584993,-0.12329611186584993
7,-0.13049275054631812,-0.13049275054631812
8,-0.03239218787640052,-0.03239218787640052
9,0.03435334863877431,0.03435334863877431
10,-0.09372000869183678,-0.09372000869183678
11,0.023660048272360238,0.023660048272360238
12,0.0579553490775562,0.0579553490775562
13,-0.05829382278097276,-0.05829382278097276
14,-0.03385187515887952,-0.03385187515887952
15,0.008173079453061427,0.008173079453061427
16,0.019764141980117656,0.019764141980117656
17,0.014053731264279343,0.014053731264279343
18,0.04575461957261383,0.04575461957261383
19,-0.07022851629678267,-0.07022851629678267
20,0.05137456828781278,0.05137456828781278
21,-0.19082363491925106,-0.19082363491925106
22,-0.2296822345709488,-0.2296822345709488
23,0.2798994842922356,0.2798994842922356
24,-0.08785201523547147,-0.08785201523547147
25,0.2590548804729102,0.2590548804729102
26,-0.17148963835654651,-0.17148963835654651
27,0.08807592813005455,0.08807592813005455
28,-0.06538948650155622,-0.06538948650155622
29,0.01177417297563672,0.01177417297563672
