,uniform_1,uniform_2
0,19.218325253257643,19.218325253257643
1,574.5153919740239,574.5153919740239
2,240.50044387393203,240.50044387393203
3,854.8374923250278,854.8374923250278
4,366.81260652645653,366.81260652645653
5,379.4266972897162,379.4266972897162
6,196.79614739268584,196.79614739268584
7,260.79932458548745,260.79932458548745
8,708.4135895254948,708.4135895254948
9,620.9755943926476,620.9755943926476
10,828.356055363616,828.356055363616
11,112.10320182347579,112.10320182347579
12,41.252589742824384,41.252589742824384
13,449.3791693424808,449.3791693424808
14,912.6005785582854,912.6005785582854
15,505.4184495644602,505.4184495644602
16,224.80587405673487,224.80587405673487
17,872.9843189797776,872.9843189797776
18,520.8040200319929,520.8040200319929
19,643.3658265353331,643.3658265353331
20,20.68321219113554,20.68321219113554
21,447.765811617485,447.765811617485
22,250.74833406297026,250.74833406297026
23,466.21824105376317,466.21824105376317
24,325.94466748747095,325.94466748747095
25,985.718956897434,985.718956897434
26,125.42124925420242,125.42124925420242
27,444.12241107178664,444.12241107178664
28,323.25957811006117,323.25957811006117
29,500.94686743591404,500.94686743591404
