,gamma_1,gamma_2
0,2.842093441085953,2.842093441085953
1,0.7281663230038021,0.7281663230038021
2,3.4024092012637808,3.4024092012637808
3,5.035631475409832,5.035631475409832
4,5.379774592433494,5.379774592433494
5,1.8423500780114466,1.8423500780114466
6,4.185781313672603,4.185781313672603
7,4.891345110094151,4.891345110094151
8,4.117872617076746,4.117872617076746
9,0.8325685390064634,0.8325685390064634
10,0.9330812239913115,0.9330812239913115
11,5.237385417888646,5.237385417888646
12,4.062109578745418,4.062109578745418
13,9.998982196138964,9.998982196138964
14,8.603586983959854,8.603586983959854
15,6.835230771300837,6.835230771300837
16,1.8817707251130549,1.8817707251130549
17,0.3130769239964652,0.3130769239964652
18,4.922149788552036,4.922149788552036
19,1.818950201979002,1.818950201979002
20,2.648752171687577,2.648752171687577
21,3.388283087790016,3.388283087790016
22,5.042962028724394,5.042962028724394
23,9.581855420731697,9.581855420731697
24,0.935663369252001,0.935663369252001
25,4.404299858740353,4.404299858740353
26,9.51369168310047,9.51369168310047
27,1.5406518326279048,1.5406518326279048
28,2.189172454622949,2.189172454622949
29,3.5003640101936213,3.5003640101936213
