,normal_1,normal_2
0,0.23295395578887157,0.23295395578887157
1,0.14325772277052914,0.14325772277052914
2,0.004091366856059182,0.004091366856059182
3,-0.025707351218825194,-0.025707351218825194
4,0.03947529275352239,0.03947529275352239
5,-0.01603074047098252,-0.01603074047098252
6,0.040798692763875766,0.040798692763875766
7,-0.022176529127656244,-0.022176529127656244
8,-0.06922328158198052,-0.06922328158198052
9,0.07932845183154275,0.07932845183154275
10,0.01049357749131808,0.01049357749131808
11,0.04852579960453505,0.04852579960453505
12,-0.09389550801013632,-0.09389550801013632
13,0.09758262511505054,0.09758262511505054
14,0.06224962539452881,0.06224962539452881
15,-0.05639968238950404,-0.05639968238950404
16,-0.02600133727396971,-0.02600133727396971
17,0.032222949769051386,0.032222949769051386
18,-0.06274848953583786,-0.06274848953583786
19,-0.024242037297431074,-0.024242037297431074
20,-0.043602924876638235,-0.043602924876638235
21,-0.11757164594177523,-0.11757164594177523
22,-0.03790344614514322,-0.03790344614514322
23,-0.23697338704597104,-0.23697338704597104
24,-0.009183163692703921,-0.009183163692703921
25,0.1691142377424489,0.1691142377424489
26,0.09913715288326526,0.09913715288326526
27,0.1183256493943594,0.1183256493943594
28,0.1212351874002259,0.1212351874002259
29,-0.08830155982886158,-0.08830155982886158
