,uniform_1,uniform_2
0,162.60327887682323,162.60327887682323
1,363.90812423163226,363.90812423163226
2,466.74052366531146,466.74052366531146
3,133.9286732988046,133.9286732988046
4,434.94434982660397,434.94434982660397
5,347.7403387162774,347.7403387162774
6,848.0929346360188,848.0929346360188
7,171.6099305734726,171.6099305734726
8,213.85711495547466,213.85711495547466
9,564.4690217397634,564.4690217397634
10,581.0708128803989,581.0708128803989
11,858.1792847100292,858.1792847100292
12,845.7191279888344,845.7191279888344
13,157.65631205088278,157.65631205088278
14,743.0814750432097,743.0814750432097
15,955.0657966220405,955.0657966220405
16,479.0636631016577,479.0636631016577
17,848.648682712227,848.648682712227
18,26.40014800193494,26.40014800193494
19,200.9484884865509,200.9484884865509
20,521.2090501627055,521.2090501627055
21,989.153403313451,989.153403313451
22,107.60567208548096,107.60567208548096
23,383.3648834565896,383.3648834565896
24,959.895206003547,959.895206003547
25,229.18798755972153,229.18798755972153
26,354.50630095193856,354.50630095193856
27,195.8751443315025,195.8751443315025
28,958.8002349367453,958.8002349367453
29,771.990926343411,771.990926343411
