,normal_1,normal_2
0,0.05114864626368687,0.05114864626368687
1,0.16458762953605396,0.16458762953605396
2,0.11250089567345133,0.11250089567345133
3,0.08341468201715607,0.08341468201715607
4,0.09819965412752678,0.09819965412752678
5,0.09637819706720925,0.09637819706720925
6,0.010839317894905224,0.010839317894905224
7,-0.01858124664712144,-0.01858124664712144
8,-0.0006776891629405736,-0.0006776891629405736
9,0.06632927652111874,0.06632927652111874
10,0.1101560511164208,0.1101560511164208
11,0.10765151667746607,0.10765151667746607
12,0.08052139846488193,0.08052139846488193
13,-0.004383005900304295,-0.004383005900304295
14,-0.051468266110360275,-0.051468266110360275
15,-0.056045349575417285,-0.056045349575417285
16,0.06872576073010371,0.06872576073010371
17,-0.1431995159082838,-0.1431995159082838
18,0.10025313766876276,0.10025313766876276
19,-0.06321909849070725,-0.06321909849070725
20,-0.057873764451233295,-0.057873764451233295
21,-0.0755026374797524,-0.0755026374797524
22,-0.07080748006573676,-0.07080748006573676
23,0.04848475769023386,0.04848475769023386
24,0.07201581662848068,0.07201581662848068
25,-0.06514591438962501,-0.06514591438962501
26,0.09771907516267186,0.09771907516267186
27,0.053280124886128,0.053280124886128
28,0.12578116375397497,0.12578116375397497
29,0.06731527748267797,0.06731527748267797
