,gamma_1,gamma_2
0,1.248306400722394,1.248306400722394
1,6.542135650799743,6.542135650799743
2,6.073034708711806,6.073034708711806
3,2.226536384601813,2.226536384601813
4,3.6889308948286024,3.6889308948286024
5,4.050489168794364,4.050489168794364
6,6.946823694692685,6.946823694692685
7,4.100683792236854,4.100683792236854
8,6.305038475141845,6.305038475141845
9,3.393707350260281,3.393707350260281
10,0.7785690102236779,0.7785690102236779
11,3.87099900724165,3.87099900724165
12,0.7395183662013928,0.7395183662013928
13,2.0224607139139157,2.0224607139139157
14,4.160264225060452,4.160264225060452
15,0.7191682581180344,0.7191682581180344
16,7.270364622360159,7.270364622360159
17,3.7489886033984128,3.7489886033984128
18,2.5741586507890064,2.5741586507890064
19,4.460434877426354,4.460434877426354
20,1.5824631131222797,1.5824631131222797
21,1.527357501176464,1.527357501176464
22,8.172332286052306,8.172332286052306
23,1.392280719720108,1.392280719720108
24,8.416501275171305,8.416501275171305
25,1.6154896599398958,1.6154896599398958
26,6.14714097610428,6.14714097610428
27,10.57509083937286,10.57509083937286
28,2.3042552975967197,2.3042552975967197
29,2.2727952550732247,2.2727952550732247
