,gamma_1,gamma_2
0,3.4762144310754626,3.4762144310754626
1,1.7309819009453031,1.7309819009453031
2,1.147020457002814,1.147020457002814
3,3.90232645416225,3.90232645416225
4,1.9646185651550483,1.9646185651550483
5,4.65700137150287,4.65700137150287
6,1.923758518941243,1.923758518941243
7,3.2460803955587236,3.2460803955587236
8,1.6347193439076035,1.6347193439076035
9,2.1499991122408386,2.1499991122408386
10,10.21014009273856,10.21014009273856
11,1.4410446015711411,1.4410446015711411
12,10.980827902776252,10.980827902776252
13,7.425105200224369,7.425105200224369
14,3.6001719136497146,3.6001719136497146
15,1.4758135993307542,1.4758135993307542
16,1.4569367065544803,1.4569367065544803
17,1.5956225467206706,1.5956225467206706
18,2.75050757722568,2.75050757722568
19,2.889367580709646,2.889367580709646
20,4.933821438429254,4.933821438429254
21,8.479920672582205,8.479920672582205
22,1.2739781529071457,1.2739781529071457
23,0.886162610239031,0.886162610239031
24,0.4842205186520591,0.4842205186520591
25,3.975221919003292,3.975221919003292
26,1.8502902717035445,1.8502902717035445
27,7.300212577229747,7.300212577229747
28,0.47985357859095684,0.47985357859095684
29,1.165352101962229,1.165352101962229
