,uniform_1,uniform_2
0,701.1889004116999,701.1889004116999
1,996.059152177741,996.059152177741
2,486.42875933615016,486.42875933615016
3,17.42808292687146,17.42808292687146
4,510.05429631226264,510.05429631226264
5,79.49973522466246,79.49973522466246
6,98.52603506296653,98.52603506296653
7,580.6726133144166,580.6726133144166
8,852.7694762628378,852.7694762628378
9,282.12531822084577,282.12531822084577
10,696.2534704501318,696.2534704501318
11,328.53458844622475,328.53458844622475
12,86.77372980613664,86.77372980613664
13,604.6975225647168,604.6975225647168
14,102.52381371356012,102.52381371356012
15,72.94936103184456,72.94936103184456
16,604.7460246160799,604.7460246160799
17,949.0405475282331,949.0405475282331
18,968.4928601062296,968.4928601062296
19,538.6468160568186,538.6468160568186
20,880.6159766157475,880.6159766157475
21,860.6172796180524,860.6172796180524
22,236.26479967976456,236.26479967976456
23,140.61222741196872,140.61222741196872
24,367.52529009818346,367.52529009818346
25,922.3024272382095,922.3024272382095
26,216.62672887920178,216.62672887920178
27,581.686486014259,581.686486014259
28,934.2973270299047,934.2973270299047
29,38.40835267014945,38.40835267014945
