,gamma_1,gamma_2
0,5.507624916744728,5.507624916744728
1,7.984808820565134,7.984808820565134
2,5.337861393008291,5.337861393008291
3,3.1634237433858674,3.1634237433858674
4,2.520153048025944,2.520153048025944
5,4.623878026163194,4.623878026163194
6,6.519441057354589,6.519441057354589
7,5.389025048191835,5.389025048191835
8,7.820644593697121,7.820644593697121
9,5.4341373215424715,5.4341373215424715
10,4.455530091980177,4.455530091980177
11,2.5216626379204286,2.5216626379204286
12,2.252911898775784,2.252911898775784
13,1.4443991136066887,1.4443991136066887
14,7.242758134252085,7.242758134252085
15,6.786719911792702,6.786719911792702
16,4.124913742498894,4.124913742498894
17,8.267402470590532,8.267402470590532
18,1.590701696326774,1.590701696326774
19,2.6081924448889273,2.6081924448889273
20,1.4396361872369694,1.4396361872369694
21,0.5159606101282782,0.5159606101282782
22,4.631261774003067,4.631261774003067
23,5.879481167766621,5.879481167766621
24,7.855865018982486,7.855865018982486
25,2.3553345887336743,2.3553345887336743
26,5.497339692476079,5.497339692476079
27,4.346791734255063,4.346791734255063
28,4.387766199618427,4.387766199618427
29,12.67362362731506,12.67362362731506
