,gamma_1,gamma_2
0,4.017168884917411,4.017168884917411
1,0.23076388497697448,0.23076388497697448
2,9.809147882614381,9.809147882614381
3,2.0411022457092027,2.0411022457092027
4,1.0958433049769165,1.0958433049769165
5,10.098036978915834,10.098036978915834
6,5.684159725472576,5.684159725472576
7,5.019234119698694,5.019234119698694
8,3.1423253203827,3.1423253203827
9,1.2396923309391858,1.2396923309391858
10,1.4024314727156704,1.4024314727156704
11,3.1562564750632456,3.1562564750632456
12,2.6493065035502146,2.6493065035502146
13,5.055193270487489,5.055193270487489
14,7.621556248224781,7.621556248224781
15,3.5573346460408803,3.5573346460408803
16,5.302320420750851,5.302320420750851
17,12.085765362485132,12.085765362485132
18,3.4786164381690643,3.4786164381690643
19,2.818478361201465,2.818478361201465
20,3.492211811047605,3.492211811047605
21,1.22847996721087,1.22847996721087
22,3.7861528177383925,3.7861528177383925
23,4.636620280900085,4.636620280900085
24,3.867718072364001,3.867718072364001
25,7.4350515227209675,7.4350515227209675
26,2.872393675751002,2.872393675751002
27,4.273272675493935,4.273272675493935
28,8.118490794900538,8.118490794900538
29,0.6571324279533526,0.6571324279533526
