,normal_1,normal_2
0,0.10601581347225186,0.10601581347225186
1,-0.07131617078557713,-0.07131617078557713
2,-0.11695181142269387,-0.11695181142269387
3,-0.01795088223424767,-0.01795088223424767
4,0.1608572601288156,0.1608572601288156
5,0.018700073799680614,0.018700073799680614
6,-0.005940244187986874,-0.005940244187986874
7,0.050756314769882994,0.050756314769882994
8,-0.019303418390869687,-0.019303418390869687
9,0.11099463192640394,0.11099463192640394
10,-0.0300242429283567,-0.0300242429283567
11,-0.004373634412119075,-0.004373634412119075
12,0.08068128927230038,0.08068128927230038
13,0.003346730220932194,0.003346730220932194
14,0.023810698564029214,0.023810698564029214
15,0.15718223979699625,0.15718223979699625
16,0.0317661358981584,0.0317661358981584
17,-0.026421973685585937,-0.026421973685585937
18,-0.02157660905796492,-0.02157660905796492
19,0.09311043595777674,0.09311043595777674
20,-0.06407879430115389,-0.06407879430115389
21,-0.09572856782327252,-0.09572856782327252
22,-0.12170266835468933,-0.12170266835468933
23,-0.13962884754247581,-0.13962884754247581
24,0.010702981610237049,0.010702981610237049
25,0.1414482357530787,0.1414482357530787
26,-0.011259518501660761,-0.011259518501660761
27,0.010258593266873735,0.010258593266873735
28,-0.09783983346136373,-0.09783983346136373
29,-0.036464873556110514,-0.036464873556110514
