,uniform_1,uniform_2
0,656.9390245878035,656.9390245878035
1,503.43704261347966,503.43704261347966
2,893.6449683787556,893.6449683787556
3,993.6815078417709,993.6815078417709
4,906.5255175975234,906.5255175975234
5,588.600840006038,588.600840006038
6,683.5322630785532,683.5322630785532
7,923.7589000777323,923.7589000777323
8,178.47080084734384,178.47080084734384
9,815.5977131392049,815.5977131392049
10,555.4643332186791,555.4643332186791
11,711.0177208881942,711.0177208881942
12,689.6782371852717,689.6782371852717
13,685.9877547158059,685.9877547158059
14,946.3199067771991,946.3199067771991
15,483.23814193347675,483.23814193347675
16,808.3578151452984,808.3578151452984
17,61.99571803556138,61.99571803556138
18,23.52154658684675,23.52154658684675
19,663.5376462436426,663.5376462436426
20,448.2881285301715,448.2881285301715
21,57.47187342893991,57.47187342893991
22,610.6669985579932,610.6669985579932
23,395.96797902493466,395.96797902493466
24,305.8047274631016,305.8047274631016
25,931.3303117897391,931.3303117897391
26,460.4141688641892,460.4141688641892
27,488.0101771667982,488.0101771667982
28,330.6340861883322,330.6340861883322
29,45.32485566780243,45.32485566780243
