,uniform_1,uniform_2
0,101.19856282638537,101.19856282638537
1,822.8389254821232,822.8389254821232
2,956.3535125687662,956.3535125687662
3,403.6825066399803,403.6825066399803
4,500.1760180821186,500.1760180821186
5,612.359935489863,612.359935489863
6,769.8963181662505,769.8963181662505
7,798.1802582911621,798.1802582911621
8,380.0347749578735,380.0347749578735
9,132.46696080182062,132.46696080182062
10,951.5653824708661,951.5653824708661
11,100.5796813914156,100.5796813914156
12,850.2046097299678,850.2046097299678
13,189.90790905128503,189.90790905128503
14,462.9313854119668,462.9313854119668
15,310.03521786869237,310.03521786869237
16,312.3505552954765,312.3505552954765
17,635.3279157314,635.3279157314
18,630.1504408521594,630.1504408521594
19,174.18559137030292,174.18559137030292
20,52.82259300176795,52.82259300176795
21,640.8943161833375,640.8943161833375
22,144.65047674284637,144.65047674284637
23,885.4626378080875,885.4626378080875
24,810.8105822758954,810.8105822758954
25,918.8622989461746,918.8622989461746
26,594.9819141854041,594.9819141854041
27,927.5641135085096,927.5641135085096
28,370.952032487302,370.952032487302
29,180.3691659441162,180.3691659441162
