,chisquare_1,chisquare_2
0,2.0729483382776888,2.0729483382776888
1,3.7095260396407324,3.7095260396407324
2,2.184059594118268,2.184059594118268
3,5.407736754326261,5.407736754326261
4,0.16873159418995984,0.16873159418995984
5,1.1286142550283942,1.1286142550283942
6,2.6243997531677925,2.6243997531677925
7,2.3639421650895542,2.3639421650895542
8,2.6172189227835685,2.6172189227835685
9,2.49697024314103,2.49697024314103
10,13.36697548415276,13.36697548415276
11,3.5326332216594536,3.5326332216594536
12,1.542364410986423,1.542364410986423
13,2.468599911890765,2.468599911890765
14,1.1121591005176232,1.1121591005176232
15,0.3746813226582942,0.3746813226582942
16,3.3919223471587006,3.3919223471587006
17,2.6879159963161143,2.6879159963161143
18,1.8144722680710905,1.8144722680710905
19,0.27381057376984363,0.27381057376984363
20,1.0089266409650233,1.0089266409650233
21,0.9391158915619288,0.9391158915619288
22,2.4157517379393,2.4157517379393
23,1.5154779248543637,1.5154779248543637
24,2.682629306747395,2.682629306747395
25,2.035719179163133,2.035719179163133
26,0.323775132124333,0.323775132124333
27,0.42546289062742887,0.42546289062742887
28,6.19590195760087,6.19590195760087
29,12.238029535090247,12.238029535090247
