,exponential_1,exponential_2
0,0.640474534886023,0.640474534886023
1,1.2134330391516408,1.2134330391516408
2,0.24880602931413093,0.24880602931413093
3,0.37035581080752933,0.37035581080752933
4,0.065897564207061,0.065897564207061
5,0.3278246177618242,0.3278246177618242
6,0.9767969428504816,0.9767969428504816
7,0.08840843366109932,0.08840843366109932
8,0.42050374861559847,0.42050374861559847
9,0.04194476250650611,0.04194476250650611
10,0.23868491023239977,0.23868491023239977
11,1.1145446929573923,1.1145446929573923
12,1.0370489291908016,1.0370489291908016
13,0.06478154389885447,0.06478154389885447
14,1.0482577509717432,1.0482577509717432
15,0.563349295965028,0.563349295965028
16,0.6530123121700452,0.6530123121700452
17,0.7892782487121615,0.7892782487121615
18,0.03843227488826879,0.03843227488826879
19,0.20039748994205364,0.20039748994205364
20,0.5608138338546101,0.5608138338546101
21,1.7280804561964187,1.7280804561964187
22,0.5469298260203611,0.5469298260203611
23,0.2489223340189296,0.2489223340189296
24,0.17350603305091036,0.17350603305091036
25,0.40724104143401524,0.40724104143401524
26,0.5735381977650407,0.5735381977650407
27,0.5136042700688932,0.5136042700688932
28,0.2744320082038087,0.2744320082038087
29,0.3384721056211997,0.3384721056211997
