,normal_1,normal_2
0,-0.005763068047763462,-0.005763068047763462
1,0.10275785645165446,0.10275785645165446
2,0.09079899114126332,0.09079899114126332
3,-0.03901286207211477,-0.03901286207211477
4,0.018270569952882034,0.018270569952882034
5,-0.12019934381175948,-0.12019934381175948
6,-0.013830733659031686,-0.013830733659031686
7,-0.017841974136583876,-0.017841974136583876
8,-0.08465247890469159,-0.08465247890469159
9,0.09855070289784704,0.09855070289784704
10,0.002084428737731821,0.002084428737731821
11,-0.08674155707252487,-0.08674155707252487
12,0.20464198963755706,0.20464198963755706
13,-0.10221995201666592,-0.10221995201666592
14,-0.006253983660579655,-0.006253983660579655
15,-0.09041576927674325,-0.09041576927674325
16,-0.1278091152187468,-0.1278091152187468
17,0.0761713545936021,0.0761713545936021
18,0.09259113636045627,0.09259113636045627
19,0.00270453028337379,0.00270453028337379
20,0.04234356777129437,0.04234356777129437
21,0.026316495245416106,0.026316495245416106
22,-0.14182402639730898,-0.14182402639730898
23,-0.10564948026757731,-0.10564948026757731
24,0.022412385730909316,0.022412385730909316
25,-0.13858217332374345,-0.13858217332374345
26,0.045421837834919626,0.045421837834919626
27,0.05124055186918811,0.05124055186918811
28,0.15238939855777028,0.15238939855777028
29,-0.038872455139575816,-0.038872455139575816
