,uniform_1,uniform_2
0,221.4004586761313,221.4004586761313
1,97.93624464223532,97.93624464223532
2,237.4506114145209,237.4506114145209
3,505.41870958821573,505.41870958821573
4,666.2336626855523,666.2336626855523
5,23.40375514151208,23.40375514151208
6,870.1743907602602,870.1743907602602
7,641.6814475891998,641.6814475891998
8,15.140052181137545,15.140052181137545
9,390.20255845314256,390.20255845314256
10,63.23578735011726,63.23578735011726
11,560.0584036054937,560.0584036054937
12,244.6625020000407,244.6625020000407
13,819.9800274587276,819.9800274587276
14,637.7220054205542,637.7220054205542
15,704.7847538964623,704.7847538964623
16,332.25504568956,332.25504568956
17,529.1828567138998,529.1828567138998
18,217.65321353419574,217.65321353419574
19,431.78521597006306,431.78521597006306
20,445.4307453060554,445.4307453060554
21,997.2462398974019,997.2462398974019
22,724.6530564028095,724.6530564028095
23,41.77708155210822,41.77708155210822
24,517.9415167523288,517.9415167523288
25,199.62724364717752,199.62724364717752
26,379.4062355121882,379.4062355121882
27,789.6279556979331,789.6279556979331
28,427.9613537275459,427.9613537275459
29,671.0787862858696,671.0787862858696
